reaction_id,reaction_name,matched_mnxr,source,model_used,timestamp,prompt_hash,raw_response,candidates,ec_numbers
R1013,"alpha,alpha-trehalose exchange",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7b797383,NONE,no_candidates,
R1470,fatty acyl-CoA transport via ABC system (C12:0),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,87d3582f,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R2091,Glyceron phosphate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4dc29d30,NONE,no_candidates,
R1134,gamma-aminobutyrate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2ae7af3f,NONE,no_candidates,
R837,cytidine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,74f3e544,NONE,no_candidates,
R1247,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,73cf07d2,NONE,no_candidates,
R1809,"phosphatidate transport, cell envelope-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b114b843,NONE,no_candidates,
R1257,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bc5f6dac,NONE,no_candidates,
R1450,"fatty-acid--CoA ligase (octadecenoate), ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1458937a,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1194,L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,197117ed,NONE,no_candidates,
R1388,14-demethyllanosterol exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c1e6c9ad,NONE,no_candidates,
R975,4-aminobutyrate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,15ecebbb,NONE,no_candidates,
R919,pyruvate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b4db2107,NONE,no_candidates,
R1557,"ergosteryl ester hydrolase (16:1), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,24ba46a4,NONE,no_candidates,
R438,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,12584353,NONE,no_candidates,
R104,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",MNXR119161,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7dcb7121,MNXR119161,"MNXR119162,MNXR119161",
R1119,"myristate (n-C14:0) transport, cytoplasm-peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fc2ff761,NONE,no_candidates,
R933,thiamine diphosphate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0fcd1c2e,NONE,no_candidates,
R1618,"octadecanoate (n-C18:0) transport, cytoplasm-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3f469fd0,NONE,no_candidates,
R1181,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8bb09d6c,NONE,no_candidates,
R429,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,09cb3218,NONE,no_candidates,
R882,L-isoleucine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,72b6fb53,NONE,no_candidates,
R1144,glycine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e1c99c5c,NONE,no_candidates,
R1188,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,30d24ec7,NONE,no_candidates,
R434,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,106c8fe1,NONE,no_candidates,
R830,choline transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6baa285f,NONE,no_candidates,
R1789,"1-acylglycerophosphoethanolamine transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bf1550e1,NONE,no_candidates,
R967,3-carboxy-4-methyl-2-oxopentanoate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,12dbc854,NONE,no_candidates,
R439,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9aa9babe,NONE,no_candidates,
R1867,alkane oxidase (C16),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,acd25f60,NONE,"MNXR101456,MNXR100492,MNXR171951,MNXR179159,MNXR179902,MNXR180310,MNXR180403,MNXR180640,MNXR184748,MNXR186174",
R820,ammonia transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a5723e82,NONE,no_candidates,
R421,inosine monophosphate cyclohydrolase,MNXR188247,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,971a2c8e,MNXR188247,"MNXR102423,MNXR136083,MNXR179054,MNXR188247,MNXR188527,MNXR189674,MNXR201953,MNXR202726",
R1039,ceramide transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4eb95c54,NONE,no_candidates,
R1719,"lysoPI acyltransferase, ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d5463125,NONE,no_candidates,
R1685,"fecosteryl oleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,29a29765,NONE,no_candidates,
R1258,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,089c8c25,NONE,no_candidates,
R2126,Ceramide-1 (Sphinganine:n-C26:0) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a13d2953,NONE,no_candidates,
R1454,"fatty-acid--CoA ligase (hexadecenoate), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9b4224bb,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R947,"(R,R)-2,3-butanediol exchange",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,03ea76a6,NONE,no_candidates,
R1038,ceramide transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,15361c34,NONE,no_candidates,
R1563,"lanosteryl ester hydrolase (16:1), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d9267cee,NONE,no_candidates,
R1262,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2365e00f,NONE,no_candidates,
R1486,peroxisomal acyl-CoA thioesterase (18:1),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,07e7a069,NONE,no_candidates,
R1383,sedoheptulose bisphosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2831102d,NONE,no_candidates,
R605,O-acetylhomoserine (thiol)-lyase,MNXR152924,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,eaaa21a1,MNXR152924,MNXR152924,
R736,spontaneous cis-aconitate(3-) to trans-aconitate,MNXR95382,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,eed3a11a,MNXR95382,MNXR95382,
R828,ceramide-3 (Phytosphingosine:n-C24:0OH) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c2f3a637,NONE,no_candidates,
R1459,"fatty-acid--CoA ligase (octadecenoate), peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3af6fe6e,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R445,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b55fef42,NONE,no_candidates,
R1750,PI 4-P phosphatase,MNXR163432,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,05ce0964,MNXR163432,"MNXR163432,MNXR189793,MNXR189810",
R1184,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f1a58ff4,NONE,no_candidates,
R2167,Decanoyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4841c5ab,NONE,no_candidates,
R2147,mannosylinositol phosphorylceramide A (C24)_C54H106NO16P transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,576311af,NONE,no_candidates,
R1179,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b0b95611,NONE,no_candidates,
R1993,D-glucosamine transport via diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,49eb2843,NONE,no_candidates,
R849,folic acid transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c47961c2,NONE,no_candidates,
R869,L-asparagine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7909cd5e,NONE,no_candidates,
R1756,"PI 4,5-P2 phosphatase",MNXR163432,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,edc3d6b8,MNXR163432,"MNXR163432,MNXR189793,MNXR189810",
R428,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,29418273,NONE,no_candidates,
R1456,"fatty-acid--CoA ligase (octadecenoate), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f840058d,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R463,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fe7d04de,NONE,no_candidates,
R450,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c6759714,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R376,"GPI-anchor assembly, step 9",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,03c801cf,NONE,no_candidates,
R1185,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e1ffc54b,NONE,no_candidates,
R2169,"1,2-Diacyl-sn-glycerol transport",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b35e1cd1,NONE,no_candidates,
R1783,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate transport, vacuolar membrane-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3125a5df,NONE,no_candidates,
R255,D-arabinose 1-dehydrogenase (NADP),MNXR95908,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9aa10a5a,MNXR95908,"MNXR122476,MNXR132643,MNXR180971,MNXR180973,MNXR180975,MNXR180977,MNXR95908,MNXR137233,MNXR205772",
xPOOL_AC_EM,Acyl-CoAs pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,74e132a3,NONE,no_candidates,
R1260,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0a0c13da,NONE,no_candidates,
R1473,fatty acyl-CoA transport via ABC system (C16:1),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,10b6283c,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R1828,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,31f65895,NONE,no_candidates,
R1863,alkane oxidase (C10),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,021e322d,NONE,"MNXR101456,MNXR100492,MNXR171951,MNXR179159,MNXR179902,MNXR180310,MNXR180403,MNXR180640,MNXR184748,MNXR186174",
R131,"alcohol dehydrogenase (glycerol, NADP)",MNXR95711,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ce481fd1,MNXR95711,"MNXR95711,MNXR100327,MNXR113942,MNXR132924,MNXR95710,MNXR95709,MNXR137233,MNXR205772",
R1026,bicarbonate formation,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e73736bf,NONE,MNXR179308,
R1649,"icosanoyl-CoA transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d508a54c,NONE,no_candidates,
R1498,acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c06e5a70,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455",
R467,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5536ccfb,NONE,no_candidates,
R1464,"fatty-acid--CoA ligase (behenate), ER membrane",MNXR157272,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ebaae9ae,MNXR157272,"MNXR145807,MNXR145808,MNXR180405,MNXR157272,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1489,acyl-CoA oxidase (octanoyl-CoA),MNXR137328,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0e14273d,MNXR137328,"MNXR137328,MNXR151215,MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678",
R931,sulfite transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9929d65b,NONE,no_candidates,
R2043,acyl-CoA synthetase (hexanoate),MNXR201185,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9426e474,MNXR201185,"MNXR135810,MNXR189291,MNXR99204,MNXR120112,MNXR186413,MNXR201185,MNXR145807,MNXR145808,MNXR180405,MNXR175414",
R1888,octadecenoate (n-C18:1) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,efe737f1,NONE,no_candidates,
R1704,"phosphatidyl-L-serine transport, ER membrane-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a3637252,NONE,no_candidates,
R1339,thiamine(1+) diphosphate(1-) exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f8df0149,NONE,no_candidates,
R2064,4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase,MNXR95191,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7bfe7659,MNXR95191,"MNXR114986,MNXR95191",
R1831,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8a820c77,NONE,no_candidates,
R1495,acyl-CoA oxidase (cis-dodec-5-enoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5d28e5fe,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455",
R2279,3-dehydroshikimate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9685c33e,NONE,no_candidates,
R2125,Sphinganine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a8ca4a39,NONE,no_candidates,
R572,NADH kinase mitochondrial,MNXR106390,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,034375a7,MNXR106390,"MNXR106390,MNXR122005,MNXR101898,MNXR106402,MNXR113645,MNXR104804,MNXR104805,MNXR113625,MNXR113626,MNXR155816",
R1035,ceramide transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a8add90a,NONE,no_candidates,
R443,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a060acad,NONE,no_candidates,
R879,L-glutamine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,63e8839b,NONE,no_candidates,
R2139,UDP-glucose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,eb17f5a6,NONE,no_candidates,
R1482,"octadecenoate (n-C18:1) transport, cytoplasm-peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3438b9c0,NONE,no_candidates,
R1496,acyl-CoA oxidase (oleoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ce0f4cb9,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678,MNXR184695,MNXR120372",
R870,L-aspartate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,40380fc5,NONE,no_candidates,
R1646,"palmitoleate transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5b8488c3,NONE,no_candidates,
R829,ceramide-3 (Phytosphingosine:n-C26:0OH) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,94868f30,NONE,no_candidates,
R1311,pyruvate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,09467d6e,NONE,no_candidates,
R1709,heme a transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,21bcadd1,NONE,no_candidates,
R1760,"lysoPA phosphatase, cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,31c68132,NONE,no_candidates,
R878,L-glutamine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d1645936,NONE,no_candidates,
R298,fatty-acid--CoA ligase (dodecanoate),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,460a158d,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R430,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9228530c,NONE,no_candidates,
R2060,Magnesium transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,47430308,NONE,no_candidates,
R462,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ea222d31,NONE,no_candidates,
R60,"5,10-methylenetetrahydrofolate reductase (NADPH)",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e9948706,NONE,"MNXR137233,MNXR205772",
R1796,"phosphatidate transport, ER membrane-Golgi membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b7392f5b,NONE,no_candidates,
R1036,ceramide transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,01d36b10,NONE,no_candidates,
R1361,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bf7523dd,NONE,no_candidates,
R2036,Gly-Pro exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,80ae3a4b,NONE,no_candidates,
R2021,cytosol nonspecific dipeptidase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4caa9675,NONE,"MNXR104611,MNXR134217,MNXR165376,MNXR166833,MNXR180608,MNXR186891,MNXR198896,MNXR198897,MNXR201878,MNXR201897",
R1645,"palmitate transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8a9c0243,NONE,no_candidates,
R1448,"fatty-acid--CoA ligase (hexadecenoate), ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,56584d92,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1961,erythrose kinase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,60a5adc4,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R1877,"octadecenoate (n-C18:1) transport, cytoplasm-peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6358a406,NONE,no_candidates,
R1016,ammonium exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b1e46851,NONE,no_candidates,
R1118,"laurate (n-C12:0) transport, cytoplasm-peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0e7a8346,NONE,no_candidates,
R1672,"laurate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d8d1ddef,NONE,no_candidates,
